,Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills
2766,0,1,0,2,1,1,1,4,4
2767,1,3,0,2,2,2,2,3,0
2768,2,1,0,2,4,2,3,1,2
2769,0,1,1,0,1,2,0,1,4
2770,1,3,1,4,4,1,2,2,1
2771,1,1,0,4,3,3,1,3,0
2772,1,1,0,1,2,4,0,0,1
2773,0,4,0,3,4,4,1,0,2
2774,0,1,1,1,1,1,1,3,1
2775,0,0,0,2,0,1,3,1,1
2776,2,3,1,3,4,3,1,2,0
2777,0,1,0,0,2,3,3,2,0
2778,2,3,0,4,3,0,2,1,2
2779,0,0,0,1,4,1,3,0,4
2780,0,3,1,0,0,3,2,4,1
2781,1,3,0,0,4,4,0,1,1
2782,2,2,1,1,4,4,2,3,2
2783,0,3,1,3,4,1,2,0,2
2784,0,2,1,2,2,3,0,3,2
2785,2,1,0,3,4,1,0,4,0
2786,0,3,1,4,3,0,0,2,2
2787,2,1,1,0,1,4,0,2,4
2788,0,2,0,2,4,2,3,1,1
2789,0,1,1,3,4,2,0,2,0
2790,1,3,1,3,0,1,0,1,4
2791,0,1,0,3,3,3,0,2,0
2792,0,2,1,2,1,1,0,2,2
2793,0,1,1,0,4,1,0,2,4
2794,0,0,1,4,4,1,3,1,2
2795,0,0,1,0,1,3,1,3,2
2796,1,0,0,2,1,0,2,2,4
2797,2,2,1,2,2,0,4,1,1
2798,2,0,1,3,1,2,4,3,4
2799,1,2,0,3,0,1,2,2,1
2800,2,3,0,2,0,3,2,0,1
2801,0,0,1,2,4,4,1,1,1
2802,1,0,0,1,4,3,2,3,4
2803,1,3,0,2,4,2,0,0,1
2804,2,0,1,4,1,0,2,4,4
2805,2,4,0,1,3,4,3,2,2
2806,2,1,1,1,4,3,4,2,2
2807,2,0,0,3,2,2,4,4,2
2808,2,4,0,0,0,3,2,3,2
2809,2,0,0,0,3,4,3,3,0
2810,1,2,0,2,4,0,4,4,2
2811,0,4,1,4,2,1,0,4,1
2812,2,4,1,1,0,2,3,4,2
2813,0,3,1,2,2,3,1,3,2
2814,2,3,0,2,1,0,0,0,2
2815,2,1,1,1,4,3,4,3,2
2816,1,3,0,2,3,3,4,3,1
2817,0,3,0,0,4,3,4,4,0
2818,1,4,0,1,0,1,4,2,2
2819,1,2,0,4,3,3,3,0,0
2820,2,0,0,4,3,3,4,2,1
2821,1,0,0,3,1,3,2,0,4
2822,2,2,1,4,3,3,2,1,3
2823,2,0,1,3,2,0,2,3,3
2824,2,3,0,1,2,3,1,0,4
2825,2,0,1,1,2,3,4,4,2
2826,1,2,1,4,4,2,4,0,2
2827,2,0,1,2,0,0,2,3,1
2828,2,0,1,2,2,0,4,4,2
2829,2,3,1,1,1,2,2,4,1
2830,0,1,1,4,1,2,2,1,3
2831,0,0,0,3,4,2,0,4,1
2832,1,3,0,1,3,1,3,3,4
2833,2,2,1,4,2,3,4,0,0
2834,2,3,1,4,1,2,1,2,1
2835,1,4,1,2,3,1,1,4,3
2836,0,2,1,4,1,4,1,4,3
2837,0,1,0,1,1,2,2,1,4
2838,1,4,1,2,4,2,3,1,3
2839,2,0,0,4,2,3,0,3,4
2840,2,1,1,4,3,4,1,0,2
2841,2,3,0,0,0,0,0,1,4
2842,0,4,1,3,1,3,1,3,2
2843,0,1,1,2,4,1,0,1,3
2844,2,3,1,1,1,2,2,4,2
2845,1,4,0,0,4,3,3,0,2
2846,0,4,0,1,2,2,2,4,0
2847,2,3,0,3,2,3,1,3,1
2848,2,2,1,0,1,4,1,4,0
2849,2,2,1,4,2,4,1,3,1
2850,1,0,0,1,4,3,1,4,3
2851,0,2,0,4,1,4,1,4,1
2852,0,0,1,2,4,1,1,3,2
2853,2,0,0,3,2,1,4,0,4
2854,2,3,1,4,4,0,1,2,4
2855,0,3,0,0,2,4,0,3,1
2856,1,1,1,0,4,1,3,3,2
2857,2,3,0,3,0,1,4,1,2
2858,0,4,1,4,1,0,1,4,3
2859,0,0,1,3,3,4,3,3,3
2860,2,3,0,2,3,3,4,4,1
2861,2,1,0,3,1,0,2,1,4
2862,0,4,0,4,2,2,2,3,1
2863,2,2,1,4,1,1,4,2,0
2864,2,1,1,3,0,0,4,2,4
2865,0,0,1,1,0,3,1,0,0
2866,1,3,1,4,1,1,2,0,4
2867,0,1,0,4,1,1,1,3,1
2868,2,4,0,2,4,0,1,4,2
2869,1,2,1,0,1,1,1,3,1
2870,2,1,0,0,3,4,4,3,0
2871,0,1,1,1,2,3,2,4,1
2872,0,0,0,4,3,1,3,1,3
2873,1,4,1,0,0,3,2,4,2
2874,0,3,1,2,3,0,0,0,3
2875,2,1,0,3,3,0,4,2,0
2876,1,2,1,0,2,2,2,4,3
2877,1,0,1,0,1,2,4,2,1
2878,1,2,0,2,3,4,3,0,3
2879,2,3,1,1,0,2,2,4,3
2880,0,4,1,1,0,4,4,3,2
2881,0,3,1,0,0,1,4,3,4
2882,0,3,1,2,0,1,0,3,0
2883,2,3,1,0,2,2,0,1,1
2884,2,0,0,0,4,2,1,1,1
2885,2,4,0,3,3,3,2,4,3
2886,1,1,1,3,0,2,3,0,4
2887,1,0,0,2,4,4,0,3,4
2888,2,0,0,2,2,4,0,4,3
2889,1,4,0,4,2,3,3,3,1
2890,1,3,0,3,0,4,1,0,0
2891,1,0,0,2,2,0,0,4,0
2892,0,0,0,4,0,3,2,1,0
2893,1,4,1,4,2,3,1,3,3
2894,1,1,1,4,0,0,0,1,4
2895,0,3,0,2,4,1,4,4,1
2896,2,1,1,4,0,1,0,4,1
2897,1,1,1,2,2,1,0,3,3
2898,2,1,1,3,4,4,3,2,1
2899,1,1,0,3,1,3,4,3,0
2900,2,4,1,4,4,4,3,0,4
2901,1,0,0,3,2,3,2,2,4
2902,2,2,1,0,4,4,4,4,3
2903,0,4,0,2,2,2,2,3,0
2904,2,1,0,3,1,0,2,0,1
2905,1,3,0,3,3,1,1,4,3
2906,2,3,1,1,4,2,3,1,2
2907,1,2,1,0,1,2,2,2,4
2908,0,1,0,1,0,0,4,0,0
2909,0,1,0,3,0,3,3,3,2
2910,0,3,1,4,2,3,2,2,3
2911,1,4,0,3,3,1,4,2,2
2912,0,4,1,0,4,3,1,0,3
2913,0,3,1,0,1,3,2,4,1
2914,2,0,1,0,2,3,0,3,4
2915,2,1,0,2,4,2,0,3,2
2916,1,2,0,0,1,3,3,4,4
2917,2,0,0,3,0,4,1,1,0
2918,1,0,1,3,1,2,1,2,1
2919,1,2,0,3,3,3,2,0,1
2920,2,4,1,3,3,0,2,1,0
2921,0,3,1,1,0,1,2,3,4
2922,0,3,0,3,0,4,1,1,0
2923,2,1,1,2,4,3,4,0,3
2924,2,3,0,2,4,0,4,1,1
2925,1,4,0,0,1,4,4,3,4
2926,1,3,0,0,0,0,4,1,3
2927,0,4,0,2,4,3,3,1,3
2928,1,0,1,0,0,1,0,3,3
2929,2,0,1,2,1,0,4,0,3
2930,1,1,0,3,4,1,2,4,3
2931,2,4,1,1,4,3,3,1,4
2932,0,0,0,3,3,3,0,4,0
2933,2,0,0,0,3,1,2,3,1
2934,1,1,1,0,3,2,0,0,3
2935,2,4,1,3,2,0,0,1,4
2936,2,0,1,3,0,3,2,4,2
2937,2,0,1,2,4,2,3,2,2
2938,0,0,1,0,2,2,3,2,4
2939,1,3,1,2,1,3,4,3,0
2940,2,3,0,4,3,1,2,1,3
2941,0,4,1,0,1,1,0,3,3
2942,2,4,0,1,2,0,2,4,0
2943,0,1,0,0,4,4,4,3,1
2944,1,3,0,3,3,4,4,3,4
2945,2,3,0,0,0,2,2,0,0
2946,0,3,1,0,0,1,1,2,3
2947,2,1,0,1,4,1,1,1,1
2948,2,0,0,1,0,1,4,4,0
2949,2,4,1,4,2,2,0,4,1
2950,1,4,1,0,0,2,0,2,3
2951,0,0,0,4,3,4,1,4,0
2952,0,4,1,3,2,4,0,2,4
2953,0,2,1,1,2,3,3,4,4
2954,2,4,1,1,2,3,1,1,4
2955,2,4,0,1,2,4,1,3,1
2956,2,0,1,4,4,1,1,4,2
2957,2,2,1,0,3,0,4,4,3
2958,1,0,0,4,4,4,3,0,0
2959,1,3,0,4,2,4,2,1,4
2960,0,0,0,4,3,1,4,0,0
2961,2,4,1,2,3,1,1,4,1
2962,0,0,1,3,4,2,4,0,0
2963,1,4,0,4,2,0,2,1,4
2964,2,0,0,0,3,2,4,0,2
2965,2,3,0,2,3,1,1,3,3
2966,2,3,0,3,2,0,0,4,3
2967,1,0,0,1,4,4,1,3,4
2968,1,0,1,0,0,0,4,3,4
2969,0,3,0,4,4,4,4,4,3
2970,0,4,1,1,4,2,2,2,0
2971,1,3,0,3,3,4,4,1,2
2972,2,0,1,1,4,3,2,2,0
2973,2,2,0,4,4,0,3,3,4
2974,0,2,0,3,0,3,3,2,2
2975,0,4,0,3,0,4,3,2,3
2976,2,3,1,1,0,2,1,0,1
2977,1,3,0,2,0,2,3,1,1
2978,1,0,0,2,3,2,0,3,1
2979,0,2,1,4,3,4,4,1,0
2980,2,1,1,2,1,3,3,4,1
2981,1,2,0,2,4,2,2,3,3
2982,0,4,1,2,1,4,3,2,0
2983,1,4,0,1,4,3,2,4,4
2984,0,2,0,4,1,3,0,0,1
2985,2,4,0,4,3,1,3,0,0
2986,2,1,0,4,2,4,1,1,0
2987,2,3,1,0,1,3,1,4,2
2988,0,4,0,1,2,2,3,3,0
2989,1,2,1,2,3,1,2,2,4
2990,0,3,0,4,4,0,1,2,3
2991,0,4,0,4,4,2,1,2,2
2992,2,2,0,3,2,4,0,3,3
2993,2,2,1,1,4,2,0,0,1
2994,0,1,1,0,0,1,1,0,3
2995,0,2,0,3,1,0,1,4,1
2996,1,2,1,3,3,3,3,1,0
2997,2,3,1,1,3,1,3,3,1
2998,1,1,1,0,1,3,2,1,0
2999,1,2,0,4,0,0,2,2,1
3000,1,3,1,4,4,1,0,1,1
3001,2,4,0,2,3,3,2,3,2
3002,0,0,1,1,2,1,4,3,1
3003,0,4,0,0,2,4,3,0,1
3004,0,3,0,2,3,1,0,0,4
3005,0,0,0,0,0,0,2,4,0
3006,1,2,0,3,1,0,4,0,3
3007,0,4,0,3,2,0,2,0,1
3008,2,0,0,3,2,2,1,1,1
3009,0,3,0,0,2,2,1,4,0
3010,0,2,0,1,0,4,3,4,4
3011,1,2,1,1,3,2,0,0,4
3012,2,1,1,3,3,2,0,1,2
3013,1,2,1,4,4,1,4,2,3
3014,2,3,0,1,2,3,0,1,3
3015,2,3,1,0,0,2,3,2,4
3016,2,4,1,3,3,4,2,2,1
3017,0,3,1,3,1,2,0,2,0
3018,0,1,0,2,4,3,1,0,0
3019,1,1,1,3,4,0,2,4,1
3020,0,1,0,4,0,2,4,4,4
3021,2,0,1,4,4,4,2,1,4
3022,0,4,1,2,0,1,0,2,1
3023,1,3,0,4,2,2,4,0,2
3024,2,3,0,4,0,1,0,3,1
3025,1,0,0,3,3,2,3,2,1
3026,0,1,0,0,1,3,2,1,0
3027,0,2,0,3,1,0,0,0,4
3028,1,2,0,0,0,4,4,0,0
3029,2,4,1,1,3,4,3,4,1
3030,0,1,0,4,3,1,4,3,4
3031,0,1,0,2,1,3,4,0,4
3032,1,3,1,4,3,3,2,3,4
3033,1,4,1,3,3,3,2,0,4
3034,0,4,0,1,4,3,0,0,3
3035,1,3,1,3,0,2,1,4,0
3036,1,4,1,1,4,2,2,2,0
3037,1,1,0,4,2,3,4,2,2
3038,0,1,1,2,3,2,1,3,1
3039,1,2,1,4,3,2,4,3,2
3040,0,0,0,0,4,3,3,4,1
3041,1,3,1,3,4,3,4,3,1
3042,1,3,1,3,0,1,2,2,0
3043,2,4,0,1,0,0,4,4,2
3044,1,1,0,1,2,0,1,2,4
3045,2,4,1,2,3,4,2,2,1
3046,1,1,0,0,0,4,0,4,0
3047,1,4,0,3,2,1,4,2,2
3048,0,3,0,1,0,4,2,4,4
3049,2,1,1,4,4,1,0,3,3
3050,2,0,0,2,0,1,3,3,0
3051,0,4,0,4,4,0,1,3,3
3052,1,3,1,1,2,1,1,1,0
3053,1,4,1,0,1,1,4,4,3
3054,1,1,1,1,4,4,0,1,4
3055,0,1,1,2,1,1,4,4,4
3056,1,3,1,4,0,1,0,3,3
3057,1,2,0,1,0,2,0,3,2
3058,1,1,0,0,4,3,2,0,4
3059,2,0,1,2,0,0,3,1,4
3060,2,4,1,2,0,2,4,0,2
3061,2,3,1,1,2,4,3,1,0
3062,0,4,0,4,1,4,2,0,2
3063,1,1,0,2,1,3,3,4,4
3064,0,3,0,4,2,0,3,0,2
3065,0,3,1,2,4,1,1,0,2
3066,2,3,1,2,2,4,1,4,4
3067,0,1,1,4,0,4,0,0,3
3068,0,2,0,0,1,0,0,1,0
3069,0,2,0,0,4,4,4,4,0
3070,2,4,1,4,0,2,3,0,4
3071,2,2,1,0,2,1,0,3,0
3072,2,0,1,4,2,1,2,4,2
3073,0,2,0,4,1,2,0,1,4
3074,2,0,0,2,3,1,4,1,2
3075,2,2,1,1,3,3,1,1,0
3076,0,2,0,4,3,4,0,2,4
3077,1,3,1,0,2,0,3,0,4
3078,2,2,0,3,2,3,4,3,2
3079,1,0,0,2,2,2,2,0,3
3080,2,1,1,4,0,3,3,3,1
3081,0,0,0,1,2,1,1,2,4
3082,0,0,1,2,0,1,0,3,3
3083,0,3,0,0,4,3,0,3,0
3084,1,1,1,0,0,0,3,2,4
3085,2,2,1,1,3,0,3,4,2
3086,0,0,1,0,3,3,2,3,3
3087,1,4,1,3,2,4,1,2,0
3088,2,4,0,3,3,3,4,1,4
3089,0,4,1,3,4,3,3,3,0
3090,2,1,0,4,2,1,1,2,0
3091,1,0,1,0,3,1,1,1,1
3092,0,1,1,2,4,1,4,2,1
3093,0,4,0,0,2,4,0,4,2
3094,2,4,0,2,3,0,1,3,3
3095,1,3,1,3,2,2,0,1,2
3096,1,4,1,1,3,0,2,4,2
3097,2,2,1,4,4,1,1,2,0
3098,0,4,0,1,3,2,3,0,2
3099,1,1,0,3,1,4,3,4,2
3100,1,1,0,4,3,0,1,2,2
3101,2,4,1,3,4,0,2,2,0
3102,0,1,0,2,0,4,1,0,4
3103,0,4,0,3,3,4,1,0,2
3104,0,2,0,3,1,3,4,4,0
3105,2,2,1,0,3,4,1,4,0
3106,1,4,0,3,2,0,1,2,3
3107,0,3,0,0,3,3,3,1,3
3108,2,3,1,4,2,2,1,0,3
3109,1,3,0,2,4,0,2,4,3
3110,1,0,0,3,2,3,0,3,2
3111,0,1,0,1,1,2,1,0,1
3112,1,0,0,0,2,3,4,3,0
3113,2,1,0,0,4,4,0,3,0
3114,1,0,0,1,0,2,2,3,4
3115,1,3,1,2,1,0,4,4,2
3116,2,4,0,3,3,4,4,0,2
3117,0,3,1,1,2,2,1,2,2
3118,2,0,1,0,1,3,0,2,2
3119,1,3,1,1,1,1,4,0,4
3120,1,4,0,0,3,0,2,3,0
3121,0,0,1,1,3,0,1,4,2
3122,0,4,0,0,0,4,4,2,0
3123,2,2,1,2,1,2,2,4,3
3124,1,3,1,0,0,0,2,4,0
3125,0,2,1,4,2,1,1,2,2
3126,1,3,0,4,4,2,3,4,3
3127,2,1,0,1,2,1,0,4,1
3128,1,1,1,3,2,1,0,0,1
3129,0,4,1,3,4,3,1,1,3
3130,1,1,0,2,2,3,4,2,1
3131,2,3,0,2,0,1,1,2,1
3132,1,1,0,0,0,4,1,4,4
3133,1,0,0,4,3,3,2,1,3
3134,2,2,1,0,0,4,4,3,4
3135,2,3,1,1,4,1,1,1,0
3136,1,1,1,4,1,2,0,3,2
3137,0,1,1,1,2,0,3,3,4
3138,2,2,1,2,1,4,4,1,2
3139,1,1,1,1,1,4,2,3,0
3140,2,3,0,2,0,0,4,0,3
3141,1,2,1,1,4,3,0,4,3
3142,2,4,1,0,2,0,0,3,4
3143,1,1,1,1,0,4,4,4,1
3144,0,1,1,4,0,1,3,2,2
3145,1,3,0,2,0,2,1,2,2
3146,1,3,1,2,2,3,1,0,3
3147,1,0,1,0,2,0,2,0,1
3148,1,3,1,0,4,4,1,2,0
3149,2,3,1,4,3,0,3,2,4
3150,1,0,0,0,3,4,0,4,2
3151,1,1,1,0,4,0,2,0,1
3152,1,2,0,0,2,3,2,2,4
3153,1,2,1,0,2,4,3,2,0
3154,2,4,1,1,0,4,3,0,0
3155,1,2,0,4,1,4,1,1,0
3156,2,0,1,1,2,3,0,1,0
3157,0,3,0,2,0,2,0,4,2
3158,1,2,1,1,2,3,3,3,3
3159,1,3,0,0,4,0,2,4,0
3160,1,4,1,4,4,3,1,1,3
3161,1,2,1,1,4,4,1,1,3
3162,0,2,0,3,1,3,0,4,2
3163,2,0,1,1,1,1,0,3,1
3164,1,0,0,2,3,1,2,0,1
3165,0,1,0,4,4,2,4,4,1
3166,1,3,1,3,2,1,0,3,1
3167,2,1,1,0,2,1,4,4,3
3168,0,3,0,3,4,3,4,4,1
3169,0,1,0,1,3,2,2,1,4
3170,2,2,0,2,1,3,2,4,2
3171,2,3,1,3,2,3,0,1,1
3172,1,2,0,0,0,2,2,4,1
3173,1,0,1,3,1,3,1,1,0
3174,2,2,1,4,0,0,0,2,1
3175,0,1,0,0,2,2,3,2,0
3176,2,3,1,2,2,3,0,1,4
3177,2,3,0,1,3,2,4,2,0
3178,0,4,1,0,2,1,2,3,3
3179,1,0,0,4,0,0,4,4,1
3180,1,3,1,4,1,4,3,3,3
3181,1,0,1,4,4,4,3,2,2
3182,1,0,0,2,0,4,2,1,2
3183,1,1,1,1,1,2,2,4,3
3184,2,4,1,0,0,4,1,4,0
3185,2,0,0,4,1,1,1,2,0
3186,0,4,0,3,1,3,3,3,2
3187,1,0,0,1,3,2,1,2,4
3188,1,3,0,4,4,2,2,3,0
3189,1,4,1,3,1,2,0,4,3
3190,2,0,1,1,1,0,1,4,1
3191,0,1,1,1,0,3,4,1,4
3192,1,3,1,0,3,4,3,0,3
3193,1,1,1,1,3,2,0,4,0
3194,0,0,0,4,3,4,1,1,4
3195,0,0,1,1,3,3,1,1,1
3196,0,3,0,4,1,4,0,0,2
3197,1,3,1,4,2,0,2,1,4
3198,0,4,1,4,3,0,4,2,2
3199,1,2,1,3,0,4,2,3,1
3200,1,1,1,3,3,3,4,4,2
3201,1,3,1,3,3,4,4,0,0
3202,0,0,0,0,0,3,4,0,4
3203,0,4,0,1,2,4,2,3,3
3204,1,3,1,1,1,3,0,4,4
3205,0,0,1,3,4,1,4,3,4
3206,2,2,1,0,3,1,1,0,3
3207,1,1,1,3,2,2,3,1,2
3208,1,0,0,3,4,0,3,0,1
3209,0,3,1,4,0,2,3,3,0
3210,0,1,1,4,2,4,4,4,0
3211,2,2,1,4,4,1,3,4,0
3212,2,2,1,3,0,3,0,1,1
3213,0,4,1,3,0,2,4,4,1
3214,1,4,1,1,2,3,0,1,4
3215,2,0,1,4,1,2,3,4,1
3216,1,4,1,0,2,0,1,0,4
3217,0,3,0,4,4,1,4,1,2
3218,1,2,0,3,0,1,4,0,4
3219,2,4,1,1,3,0,3,4,3
3220,0,4,1,1,4,3,0,2,4
3221,2,2,1,0,0,3,0,0,0
3222,0,2,0,0,2,2,4,0,3
3223,0,4,1,1,2,2,2,2,2
3224,2,3,0,2,2,4,1,0,0
3225,2,4,0,1,3,4,2,1,4
3226,1,0,0,2,3,3,4,2,1
3227,0,3,1,0,4,0,1,0,3
3228,1,1,1,1,2,2,2,0,4
3229,2,2,1,3,1,2,2,0,4
3230,1,2,1,3,2,1,3,3,4
3231,0,0,0,2,4,4,3,1,2
3232,1,3,1,4,2,2,4,3,1
3233,1,2,1,2,0,0,1,0,1
3234,0,4,1,4,3,3,0,0,1
3235,2,0,0,4,3,3,4,0,3
3236,2,3,0,3,4,2,0,2,0
3237,2,2,0,2,1,4,1,3,1
3238,1,4,0,0,3,4,1,0,4
3239,0,0,0,4,4,0,2,1,1
3240,1,0,1,4,2,4,3,2,0
3241,0,1,0,3,1,2,2,1,4
3242,2,4,0,2,3,4,1,3,0
3243,2,2,0,2,0,1,3,4,4
3244,0,0,1,1,0,1,1,3,1
3245,2,2,0,3,1,2,2,3,4
3246,2,4,0,0,1,4,2,3,0
3247,0,4,0,0,0,3,1,4,1
3248,2,4,0,3,3,0,4,0,1
3249,2,0,1,1,1,1,1,4,1
3250,2,2,0,4,4,2,3,0,1
3251,2,1,1,3,2,2,4,0,2
3252,1,2,1,3,3,0,2,3,1
3253,1,3,0,0,3,3,3,2,4
3254,1,2,0,2,2,3,3,4,3
3255,1,0,1,2,1,3,1,1,0
3256,1,3,0,1,1,0,3,4,0
3257,2,2,1,3,3,3,0,1,4
3258,0,2,1,1,0,3,2,3,1
3259,0,1,0,0,3,2,3,2,0
3260,2,3,1,0,4,1,3,0,0
3261,2,2,0,1,2,3,4,1,3
3262,2,2,1,2,2,0,3,4,3
3263,0,0,1,4,1,4,3,2,1
3264,0,4,0,3,4,0,1,1,1
3265,1,1,0,1,0,0,0,1,4
3266,1,0,0,1,0,0,4,0,3
3267,0,3,0,1,2,1,4,3,4
3268,0,1,1,0,3,1,3,1,1
3269,1,0,1,0,1,3,1,4,2
3270,0,0,1,4,2,0,2,0,2
3271,1,1,1,3,2,3,4,1,0
3272,1,1,0,3,3,1,2,4,4
3273,0,3,1,0,4,1,2,3,1
3274,0,2,1,0,1,0,1,2,0
3275,2,1,1,1,0,1,0,3,4
3276,1,4,0,2,4,3,2,3,2
3277,1,3,0,3,3,4,4,2,0
3278,0,1,0,3,1,2,1,4,4
3279,2,2,0,2,3,1,2,1,1
3280,2,3,0,4,1,1,1,2,3
3281,1,3,0,2,3,0,2,4,1
3282,0,1,0,1,4,0,3,4,3
3283,0,0,0,2,0,4,3,3,1
3284,1,0,1,1,0,0,1,3,1
3285,1,3,0,2,1,3,3,1,1
3286,1,1,1,0,3,4,0,1,2
3287,2,3,1,0,3,1,1,4,0
3288,2,0,0,0,2,0,3,2,0
3289,2,2,1,2,2,3,2,0,3
3290,0,1,0,4,2,0,4,0,1
3291,0,3,0,0,2,1,1,3,0
3292,0,2,0,3,0,4,2,1,3
3293,2,4,1,2,3,4,3,4,0
3294,2,3,0,4,2,1,2,0,4
3295,2,1,0,0,3,0,1,0,2
3296,2,1,0,3,1,2,0,1,2
3297,2,1,1,2,4,2,3,2,4
3298,0,0,0,0,4,2,2,0,3
3299,2,1,1,2,3,1,4,0,0
3300,0,2,1,4,2,1,3,4,2
3301,1,4,1,0,3,2,3,2,4
3302,1,2,1,0,3,2,0,4,4
3303,2,4,1,3,1,1,1,4,4
3304,2,4,1,2,3,0,1,1,1
3305,2,2,0,4,1,4,4,1,3
3306,0,4,1,2,3,4,0,4,3
3307,2,4,1,2,1,2,3,1,0
3308,2,3,0,4,2,2,0,0,2
3309,2,4,0,2,3,1,4,4,1
3310,2,0,0,4,1,3,1,1,2
3311,1,1,0,1,4,3,4,3,0
3312,1,3,0,4,3,1,3,1,0
3313,2,1,1,3,4,1,1,2,4
3314,2,2,0,1,1,1,2,2,3
3315,0,4,0,4,3,2,1,3,0
3316,1,1,0,0,1,0,4,0,4
3317,2,1,1,4,2,2,4,4,3
3318,1,2,1,4,2,2,2,3,2
3319,1,3,0,4,0,1,0,1,4
3320,1,1,1,2,0,4,3,0,0
3321,2,0,0,2,2,1,0,4,3
3322,1,4,1,1,1,2,1,3,4
3323,0,3,0,4,4,1,0,4,4
3324,1,3,1,1,3,4,4,0,3
3325,2,3,1,3,1,0,3,2,0
3326,0,4,0,1,2,0,2,2,2
3327,1,2,1,4,2,0,0,2,4
3328,2,4,0,3,0,3,4,3,4
3329,1,3,0,2,3,0,3,4,0
3330,1,4,1,2,0,4,2,0,0
3331,0,3,1,1,1,0,2,1,0
3332,1,2,1,1,4,3,2,0,4
3333,1,3,0,4,1,2,0,0,0
3334,1,2,1,2,1,0,3,4,4
3335,1,3,0,4,2,2,4,0,1
3336,0,3,1,1,2,4,3,4,2
3337,1,4,1,2,0,4,2,3,2
3338,2,4,0,3,1,2,0,0,2
3339,2,2,0,0,4,3,2,2,1
3340,0,0,1,0,2,0,0,1,1
3341,2,2,1,2,1,0,0,3,1
3342,2,2,1,3,3,0,4,4,1
3343,0,2,0,2,2,4,2,1,1
3344,1,1,1,0,3,3,3,2,2
3345,0,4,1,4,1,1,1,2,4
3346,1,1,1,1,2,1,1,4,2
3347,1,0,0,1,3,0,1,0,0
3348,0,3,1,3,4,2,1,4,1
3349,0,0,0,0,1,2,1,1,4
3350,1,2,0,1,0,0,3,4,3
3351,1,2,0,0,1,0,4,4,2
3352,2,1,1,1,1,0,1,1,2
3353,0,0,1,2,4,0,0,3,3
3354,0,1,1,0,1,0,4,3,1
3355,1,4,0,1,0,1,1,2,3
3356,1,3,0,2,1,4,2,1,2
3357,2,1,1,2,3,0,3,1,0
3358,0,2,0,4,2,3,2,4,4
3359,2,1,0,1,0,2,4,0,1
3360,0,3,1,1,3,2,2,2,2
3361,2,1,1,2,3,1,1,2,4
3362,1,1,0,2,3,2,0,3,1
3363,0,4,0,4,1,0,0,4,1
3364,2,1,0,0,0,0,2,4,2
3365,1,2,0,1,2,2,2,1,1
3366,0,2,1,2,4,1,1,2,4
3367,0,3,0,3,2,0,4,1,3
3368,1,3,1,1,1,2,1,3,3
3369,1,2,0,2,3,2,0,3,1
3370,0,4,0,1,1,1,1,4,3
3371,0,1,0,1,2,0,2,4,2
3372,0,2,1,4,4,2,1,2,2
3373,2,1,1,0,0,4,3,1,2
3374,2,0,0,0,1,3,0,3,3
3375,0,4,1,4,4,4,0,1,2
3376,2,1,1,1,1,1,3,3,2
3377,1,0,0,4,3,1,1,2,3
3378,2,3,1,3,0,0,0,4,3
3379,2,1,1,4,2,2,1,2,3
3380,2,4,1,1,0,3,1,1,1
3381,0,0,1,1,1,3,4,3,4
3382,1,4,1,4,2,4,4,2,1
3383,1,2,0,4,2,0,4,0,4
3384,0,2,0,3,3,3,4,1,4
3385,1,1,0,4,0,2,2,2,3
3386,0,1,0,0,0,0,4,4,0
3387,0,0,1,1,4,4,4,0,0
3388,2,2,0,1,3,2,3,0,0
3389,1,3,0,1,4,2,4,4,2
3390,0,2,0,2,0,2,4,2,4
3391,0,0,0,4,2,1,2,0,3
3392,2,4,0,3,0,3,0,3,0
3393,1,3,1,0,4,0,2,0,4
3394,2,3,0,4,2,3,1,0,3
3395,0,0,0,0,4,3,0,4,3
3396,2,2,1,0,1,1,4,4,3
3397,2,3,1,4,3,2,2,2,0
3398,1,1,1,3,2,3,3,4,3
3399,2,3,1,4,1,2,2,4,0
3400,1,0,1,4,2,4,4,3,2
3401,0,2,0,1,0,3,4,1,3
3402,0,4,0,2,4,4,4,0,2
3403,1,1,0,1,0,1,3,0,0
3404,2,4,1,3,0,2,2,1,2
3405,1,2,0,2,3,0,2,1,1
3406,2,1,1,0,0,4,1,1,2
3407,1,2,0,3,1,4,0,3,2
3408,0,2,1,0,3,1,1,4,3
3409,2,1,0,2,1,0,3,2,0
3410,2,3,0,2,3,4,2,0,4
3411,2,0,0,2,1,2,2,0,3
3412,0,1,0,0,3,2,0,0,4
3413,2,3,0,0,3,2,0,4,4
3414,1,1,1,3,2,3,3,1,2
3415,0,3,0,2,4,1,0,0,4
3416,1,0,1,2,0,4,4,0,3
3417,0,3,1,3,1,1,3,1,2
3418,2,2,1,4,4,4,0,4,1
3419,2,4,1,2,0,0,4,2,1
3420,0,2,0,1,1,4,3,0,2
3421,0,3,0,2,3,4,0,2,4
3422,1,0,0,0,2,4,0,4,4
3423,0,0,1,0,4,4,3,0,1
3424,0,2,0,4,1,3,0,1,0
3425,2,2,1,3,1,0,3,2,0
3426,1,4,0,2,2,1,1,4,1
3427,0,4,1,1,4,4,0,4,4
3428,0,3,1,0,0,2,4,2,3
