title,Category
"SQL Window Functions P1 | Analytical Func | Rank, Dense Rank, Row Number, Partition, Over, Order By SQL Joins and Window Functions",Data Science and Data Analytics
"TRUMP&#39;S WAR with IRAN Blockade, Oil Prices Biting &amp; US&#39;s Stance! ","Global Politics, News, and Current Affairs"
🔥 Business Ethics | 📘 CMA INTER | ⚖️ LAW 🎯 15 Marks Target 👩‍🏫 CA Shruti Chamaria ,Business Law and Corporate Governance
"AWS Architecture - tips for creating a VPC, subnets, route tables, and security groups AWS VPC and Subnets",Cloud Computing AWS Azure
REST vs GraphQL vs gRPC vs Events: How to Choose in 2026 REST vs GraphQL,MERN Stack Web Development Tutorial
AWS VPC: Subnet IP Addressing AWS VPC and Subnets,Cloud Computing AWS Azure
What is Mongoose? MongoDB using Mongoose JS | MongoDB in Hindi #5 | #mongodb #mongoose Mongoose Schemas and Hooks,MERN Stack Web Development Tutorial
they&#39;re taking the pragmata to isengard | Pragmata Stream 3 (final) ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Docker Containers #Docker #Containerization #devops Docker Containerization,Cloud Computing AWS Azure
Greater Balochistan Agenda EXPOSED — Israel’s New Conspiracy! #usattackoniran #israelattacksiran ,"Global Politics, News, and Current Affairs"
"Now, Trump Calls India A &#39;Very Big Abuser&#39; Of Trade Relations! Trump on Modi | US Elections | N18G ","Global Politics, News, and Current Affairs"
3 Most Common Smart Contract Bugs Solidity Smart Contract Security,Blockchain and Solidity Programming
BREAKING: Russia Warns US of Disastrous Consequences If Iran Is Attacked | WION Pulse ,"Global Politics, News, and Current Affairs"
💖🪄Best channel for UPSC preparation| Free channel upsc| PW |unacademy| vision IAS #shorts #upsc #ias ,UPSC Civil Services Full Lectures and Preparation
Convolutional neural networks explained in tamil | Machine with Brain #programming #neuralnetworks ,Machine Learning and Deep Learning Course
What is Asset Management? | Episode 1 Portfolio Management and Risk,Commerce
Drug-Drug Interactions (Part-1) Case Studies-Pharmacy Revision by MSQ Foundation ,Pharmacology and Drug Interaction Studies
Machine Learning Full Course 2026 | Machine Learning Tutorial | Machine Learning | Simplilearn ,Machine Learning and Deep Learning Course
India v South Africa | Match Highlights | Men’s T20 World Cup 2026 Warm-ups ,Sports Highlights and Cricket Match Updates
3D Digestive Systems  Animation | Drinking Liquid Through Human Anatomy ,Human Anatomy and Physiology Lectures
Public Lecture: Climate Action for Optimists (Ulka Kelkar) ,Renewable Energy and Climate Science Lectures
#CompanyLaw #CorporateLaw #BusinessLaw #CompanyAct #CorporateGovernance #MergersAndAcquisitions #LLP ,Business Law and Corporate Governance
Doctor Reacts To The Most Strange Addictions ,Psychology: Behavioral Science and Mental Health Education
Don&#39;t &quot;choose the best state management&quot; Riverpod State Management,Flutter and Firebase App Development
Investing Basics: Bonds ,Stock Market Trading and Investment Analysis
A.I. Artificial Intelligence ,Machine Learning and Deep Learning Course
Global Science for Climate and Energy: A panel discussion ,Renewable Energy and Climate Science Lectures
"The Benefits of Competitive programming 🔥|| Codechef ,leetcode || #shorts ",Data Structures and Algorithms for Placements
Nifty Prediction for Tomorrow 🔥 Monday Market Prediction | Market Prediction for Tomorrow #nifty ,Stock Market Trading and Investment Analysis
machine learning algorithms for data science notes #notes ,Machine Learning and Deep Learning Course
Deep Learning for Computer Vision with Python and TensorFlow – Complete Course ,Machine Learning and Deep Learning Course
Roadmap to Sql#softwareengineer #datascience #dataanalytics#viral #computerscience#backenddeveloper ,Data Science and Data Analytics
How do AI Models handle probability distributions? Probability Distributions,Data Science and Data Analytics
Scaling Ethereum:  The Power of Layer2 Solutions! #shorts Layer 2 Scaling Solutions,Blockchain and Solidity Programming
AWS Crash Course in Tamil : EC2 &amp; S3 Fundamentals Explained in 1 Hour ,Cloud Computing AWS Azure
"Exploring Corporate Governance Theories: Agency, Stakeholder, Stewardship, and More Company Law and Governance",Commerce
Chartered Accountant Services  |  📞 Call : 8310444043 ,Chartered Accountancy and Financial Auditing
Kuntal and Biryani ft. @ZakirKhan | Stand Up Comedy | Zakir Khan: Delulu Express | Prime Video IN ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Firebase Setup in Flutter App | Malayalam Tutorial for Beginners 2025 ,Flutter and Firebase App Development
AUTO ENCODERS in telugu | DEEP LEARNING | TELUGU Autoencoders,Machine Learning and Deep Learning Course
Endocrine System Anatomy and Physiology | Part 1 | For All Nursing Exam | Norcet 10 Theory Class ,Human Anatomy and Physiology Lectures
Prostate Treatment: Revolutionary ITIND Procedure Surgical Procedures and Techniques,Medical
Do we need accountants anymore? ,Chartered Accountancy and Financial Auditing
What is Ensemble Learning? | Data Science Interview Question 14. Ensemble Learning Techniques,Machine Learning and Deep Learning Course
35 Lakhs ka Portfolio Concentrate Kaise Kare? #portfoliomanagement Portfolio Management and Risk,Commerce
"Deep Learning vs. Machine Learning, which is better? ",Machine Learning and Deep Learning Course
Data Analysis vs Data Analytics(Data Science) in Tamil ,Data Science and Data Analytics
14 Spark Streaming Event vs Processing Time | Late Arrival of Data | Stateful Processing |Watermarks Big Data Processing with PySpark,Data Science and Data Analytics
The Humoral Immune Response - Immunology Animations Microbiology and Immunology,Medical
Live Day 1- Exploratory Data Analysis And Stock Analysis With Time series Data Time Series Analysis and Forecasting,Data Science and Data Analytics
REST vs GraphQL: Which API Design is Right for You? #coding #reactfrontend #restful #graphql REST vs GraphQL,MERN Stack Web Development Tutorial
Part-2|ReactJS(v18) | Redux Toolkit | State Management | CRUD Example Redux Toolkit State Management,MERN Stack Web Development Tutorial
Redux or Context in React React Context API,MERN Stack Web Development Tutorial
தளபதி முதல்வராக பதவி ஏற்பு விழா! | TVK | Thalapathy Vijay | Assembly Elections | CM | Announcement? ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
ResNet Explained — Deep Residual Learning for Image Recognition (CVPR 2016) ,Machine Learning and Deep Learning Course
Level Up Your Career with India&#39;s Premier Data Science Training! ,Data Science and Data Analytics
Derivative Contracts &amp; Underlying asset అంటే ఏంటి ? #ytshorts #trending #trading Financial Derivative Markets,Commerce
Difference between Financial Accounting and Cost Accounting  #education #commerce Cost and Management Accounting,Commerce
How to setup a Flutter Firebase project ,Flutter and Firebase App Development
Chiwenga WARNED! Mnangagwa&#39;s Comeback Will Be BLOODY!  ,"Global Politics, News, and Current Affairs"
dewald bravis no look shorts in sa 20 highlights #cricket #shorts ,Sports Highlights and Cricket Match Updates
Excel Dhurandhar | Excel Challenge SOLVED | Real Data Assignment😳 #shorts #excel ,Data Science and Data Analytics
Online Class with AI Coder&#39;s| #explore #coding #ai #trending #ytshorts #students #cbse #programming ,Machine Learning and Deep Learning Course
How Midnight Protects Blockchain Privacy Using ZK-SNARKs Zero Knowledge Proofs ZK-Snarks,Blockchain and Solidity Programming
Introduction to Encoder-Decoder Architecture | Sequence to Sequence Model Encoder Decoder Architecture,Machine Learning and Deep Learning Course
Trump’s SHOCKING Move: Putin on the “Board of Peace”? ,"Global Politics, News, and Current Affairs"
Class 12 psychology chapter 4 Schizophrenia - Psychology Classes #12th  #psychology ,Psychology: Behavioral Science and Mental Health Education
How Your Small Intestine Absorbs Food ,Human Anatomy and Physiology Lectures
REST is Overrated: Use These Alternatives Instead REST vs GraphQL,MERN Stack Web Development Tutorial
CSAT Maths Short Tricks &amp; Formula | UPSC CSAT Maths Syllabus Preparation | Maths Topics CSAT 2024 ,UPSC Civil Services Full Lectures and Preparation
"12 Lead ECG Explained, Animation Cardiology and ECG Interpretation",Medical
Psychology Facts That Most People Don’t Realize ,Psychology: Behavioral Science and Mental Health Education
Hyaline cartilage: slides and function (preview) - Human Histology | Kenhub Human Anatomy and Histology,Medical
Ionic @capacitor/push-notifications Firebase Push Notifications,Flutter and Firebase App Development
#coding #evm #solidity #shortsviral #blockchain #shortvideos #web3 #techjourney #shorts #techychisom ,Blockchain and Solidity Programming
How much does an AI ENGINEER make? ,Machine Learning and Deep Learning Course
Blood Circulation for full lecture click on link in description ,Human Anatomy and Physiology Lectures
Session on Generative Adversarial Networks | GANs Generative Adversarial Networks GAN,Machine Learning and Deep Learning Course
Route level middleware In Node JS Express.js Routing and Middleware,MERN Stack Web Development Tutorial
"NISM - 8 Equity Derivatives Exam 2024 | FULL COURSE - Chapter 1, Part - A Financial Derivative Markets",Commerce
Auto withdraw bot for 10 evm network #solidity #coding #blockchain ,Blockchain and Solidity Programming
Pharmacokinetics 5 - Excretion Pharmacology and Drug Kinetics,Medical
Sri Lanka vs England: 3rd ODI Full Match Highlights | RPICS Colombo ,Sports Highlights and Cricket Match Updates
How to Prepare a Child for a Behavioral Health Assessment at Boys Town ,Psychology: Behavioral Science and Mental Health Education
SQL - Complete Course in 3 Hours | SQL One Shot using MySQL SQL Joins and Window Functions,Data Science and Data Analytics
Explained - Financial Derivatives - OPTIONS| HEDGING | SWAPS Financial Derivative Markets,Commerce
Parkinson disease। Anti Parkinson&#39;s drugs। Pharmacology। B pharma and D pharmacy। Naveen sir #gpat ,Pharmacology and Drug Interaction Studies
Buy Or Sell Stocks? | Stock Market | Stock Market for beginners | Technical Analysis #trading #nifty ,Stock Market Trading and Investment Analysis
Transformer Explainer- Learn About Transformer With Visualization Transformers Architecture,Machine Learning and Deep Learning Course
Corporate Governance &amp; Business Ethics | National Company law Tribunals (NCLT) | NCLAT | MCOM /BCOM ,Business Law and Corporate Governance
Building a Firebase Push Notification System using React &amp; Node JS | MERN Stack | 2024 - NEW Firebase Push Notifications,Flutter and Firebase App Development
"Developing Effective Leadership: Communication, Confrontation &amp; Feedback Skills ",Leadership and Communication Skills Training
YOLO Object Detection Using OpenCV And Python | Python Projects | Python Training Object Detection YOLO,Machine Learning and Deep Learning Course
Cyber Security Course 2026 [FREE]| Cyber Security Full Course For Beginners 2026 | Simplilearn ,Ethical Hacking and Network Security Full Course
Smart contracts - Simply Explained Solidity Smart Contract Security,Blockchain and Solidity Programming
#ISRO Machine and deep learning course. link👉https://www.iirs.gov.in/EDUSAT-News ,Machine Learning and Deep Learning Course
Drug interaction | Drug Drug interaction Examples | Drug Food interaction | Pharmacology | GPAT 2021 ,Pharmacology and Drug Interaction Studies
Flutter Firebase CLI Tutorial: Connect Firebase in 1 Minutes using CLI ,Flutter and Firebase App Development
Lecture 1 : SEO Explained for Beginners 2026 | Google SEO Complete Beginner Guide ,Digital Marketing and SEO Strategy for Beginners
Local SEO + On Page SEO Optimization Strategy to Rank Higher on Google ,Digital Marketing and SEO Strategy for Beginners
Macroeconomics- Everything You Need to Know Macroeconomics and Fiscal Policy,Commerce
He always give special respect girls 😂 #mabucrush #comedy ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
"Stock Market Analysis for Week Ending May 1, 2026 ",Stock Market Trading and Investment Analysis
decentralised voting with blockchain #reactjs #webdevelopment  #solidity #blockchain #Web3 ,Blockchain and Solidity Programming
Lecture 15 Energy Efficiency and Climate Change ,Renewable Energy and Climate Science Lectures
4. Cost Accounting - Cost Sheet Preparation - Problem No : 1 Cost and Management Accounting,Commerce
MERN  CRUD operations | Mongoose Schema pre hook | sort and filter data in frontend | Mongoose Schemas and Hooks,MERN Stack Web Development Tutorial
Flutter Full Course for Beginners – Part 1 | Full App Development Guide ,Flutter and Firebase App Development
Data Analyst vs Software Engineer #skills #upskill #datascience #softwareengineer #coding #python ,Data Science and Data Analytics
setState Lifecycle method in Stateful widgets in Flutter!!  #flutter #flutterwithfun #flutterby Flutter Widget Lifecycle,Flutter and Firebase App Development
Climate Change impact on Sundarbans - How shrinking Sundarbans is making Bengal prone to cyclones? ,Miscellaneous Daily Vlogs and General Content
Master Price Action Trading Step-by-Step | Price Action Analysis for Beginners | #trading ,Stock Market Trading and Investment Analysis
Good ruins girl Part1  #trendingshorts #comedy #izahfunnycomedy ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
