Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Chemistry,Manager,4.306621692362974,1,0,0,0,2,1,3,1,4,1,0,3,3,0
Art,Biologist,4.7591006671448275,3,2,1,0,8,0,3,4,1,0,3,3,4,0
Physics,Biologist,2.8316023118513782,1,1,0,0,9,0,1,4,2,0,0,3,1,1
Biology,Financial Advisor,4.7132498636351325,3,1,2,0,7,0,2,0,2,1,2,0,3,0
Engineering,Education Administrator,4.2628855911741415,8,1,2,0,6,1,0,0,2,2,3,0,3,1
Law,Legal Consultant,3.8518899064132643,7,1,1,0,6,0,4,4,0,0,3,1,4,0
Medicine,Architectural Technologist,2.8790280779399966,4,2,0,1,8,0,3,4,1,3,1,4,2,1
Art,School Counselor,4.418575470118504,7,1,0,1,7,0,3,1,3,3,2,3,0,0
Engineering,Music Teacher,4.884265836901594,3,1,2,1,8,0,3,0,1,3,0,4,4,0
Education,Advertising Manager,4.973785263426415,6,1,2,1,0,0,3,1,3,2,0,2,1,0
Medicine,Special Education Teacher,2.5426173907564205,1,2,2,0,4,1,3,3,0,0,3,0,4,0
Architecture,Music Therapist,3.770678446434217,0,0,4,0,3,0,4,3,1,3,2,3,3,1
Engineering,Astronomer,3.9086450730757405,0,1,0,1,6,1,4,1,4,2,4,0,0,0
Medicine,Architectural Technologist,4.131444350282565,0,0,3,0,4,1,0,4,4,3,1,2,1,0
Finance,Industrial-Organizational Psychologist,3.9971358200205875,2,0,1,0,9,1,0,2,2,3,2,3,0,0
Marketing,Web Developer,4.745306457591099,4,0,3,1,4,0,0,2,4,4,0,2,4,0
Law,Quantum Physicist,3.029892148904037,1,0,3,1,0,1,1,4,0,3,1,3,0,1
Architecture,Music Teacher,4.6893471051800875,8,0,4,1,1,0,0,4,0,1,4,0,2,0
Psychology,Marketing Manager,3.6896319603976315,5,1,4,0,7,0,3,0,1,3,2,0,2,1
Education,Marketing Specialist,4.613771264348237,4,0,0,1,8,1,4,0,2,2,1,1,2,0
Music,Electrical Engineer,2.754869115007692,4,1,1,1,4,0,0,2,1,0,4,3,2,0
Medicine,Education Administrator,4.1627748971702685,4,0,2,1,2,1,3,1,4,4,0,2,2,1
Music,Accountant,3.177666655641671,5,2,2,1,2,0,1,0,0,0,0,1,4,0
Psychology,Counselor,3.377519220464369,3,1,0,1,1,0,4,4,1,2,3,4,3,0
Engineering,AI Researcher,4.252644077853631,5,0,1,0,6,0,0,2,1,0,0,3,0,0
Computer Science,Mechanical Engineer,3.800676046113,8,1,3,0,3,0,1,2,3,0,0,4,1,0
Marketing,Market Research Analyst,3.9547228021474297,3,2,4,0,7,0,4,1,0,1,1,1,4,0
Engineering,Geneticist,4.852499006552042,2,2,1,1,7,0,2,3,3,3,0,2,1,0
Psychology,Forensic Psychologist,4.536047793796749,4,1,3,0,7,0,4,1,2,3,1,0,2,0
Art,Pharmacist,3.0121161391577225,4,1,3,0,6,0,2,3,0,0,1,0,0,1
Biology,Psychologist,2.8696107163779097,1,1,1,0,7,0,0,1,3,4,2,1,2,1
Medicine,Biochemist,4.409779211049093,6,2,3,1,0,1,0,0,1,4,4,4,1,0
Chemistry,Construction Manager,2.803292197571707,8,2,4,1,9,1,2,3,0,4,0,2,3,0
Physics,Psychologist,3.738184662899928,8,0,3,1,1,0,0,4,1,2,0,2,1,0
Architecture,Digital Marketing Specialist,4.3385171481615785,2,2,3,1,7,0,4,1,3,0,2,0,1,1
Engineering,Aerospace Engineer,3.641574903796407,5,1,0,0,0,1,0,2,2,2,4,4,2,0
Psychology,Construction Manager,3.2692478505841702,1,1,2,1,7,1,2,1,3,1,1,3,2,1
Law,Nurse,4.695868552402842,0,1,4,1,6,1,0,1,2,2,4,3,4,1
Marketing,Dentist,4.900058149579758,5,1,2,0,5,1,4,3,0,4,1,0,1,0
Computer Science,Financial Analyst,2.686156194027847,4,0,2,0,6,0,0,1,2,4,1,3,3,1
Art,Mechanical Engineer,3.775635204426979,9,1,4,1,1,0,1,3,2,4,0,2,0,1
Physics,Teacher,3.3583684820586295,1,0,0,1,6,0,4,2,4,0,0,3,1,0
Finance,Clinical Psychologist,3.5309634993562935,8,2,2,1,2,0,2,0,1,4,2,2,4,1
Biology,Data Scientist,2.5880385563014148,9,0,4,1,8,1,4,0,4,3,3,4,2,1
Medicine,Brand Manager,3.530796526825529,3,0,2,0,0,0,0,4,4,1,3,2,1,1
Biology,Accountant,4.657174482564422,9,2,0,1,7,1,3,1,4,0,0,0,0,0
Marketing,Conductor,3.0708028590315584,3,1,4,1,8,0,4,0,2,4,4,3,2,0
Music,Forensic Psychologist,4.5518637302856035,3,2,1,0,1,0,1,1,0,1,1,0,0,1
Physics,Marketing Specialist,3.261833800139888,2,1,4,1,9,1,0,4,2,0,4,0,1,1
Law,Analytical Chemist,3.9299310291715104,5,2,4,0,2,0,2,3,2,2,1,2,0,1
Business,Legal Secretary,3.130583221022194,5,0,3,0,4,0,3,1,3,1,3,0,2,1
Marketing,Special Education Teacher,3.64166812019128,7,0,4,1,5,0,1,2,4,0,3,2,2,0
Engineering,Psychologist,3.6466081636246983,0,2,4,0,2,0,1,4,2,0,3,0,4,0
Computer Science,Counselor,3.063419292020752,5,2,1,1,0,0,4,4,0,0,3,0,0,0
Engineering,Biotechnologist,3.5799088278532096,9,1,0,0,5,0,2,3,4,3,4,1,4,1
Psychology,Biologist,4.477558906548616,6,1,4,1,3,0,2,0,0,4,2,3,4,0
Physics,Industrial-Organizational Psychologist,4.464698398960558,8,1,1,0,4,1,1,3,0,2,2,1,1,1
Physics,Marketing Specialist,3.754411958826837,9,2,0,1,3,0,2,0,4,3,0,4,2,1
Chemistry,Marketing Specialist,2.633057498285874,6,1,4,0,3,1,4,1,1,1,0,0,2,1
Psychology,Nurse,3.628958915782629,2,0,1,1,9,0,0,1,3,4,3,2,0,0
Marketing,Credit Analyst,3.775577667037835,2,0,1,0,0,0,1,0,3,3,4,0,1,1
Marketing,Composer,4.24072465960052,0,0,2,0,6,1,0,1,0,3,1,4,3,0
Music,Cybersecurity Analyst,2.9666609338612746,2,1,1,0,4,1,2,4,0,3,3,0,1,0
Law,Financial Analyst,3.791334058490613,9,0,1,0,8,1,1,3,4,4,1,2,0,1
Computer Science,Psychologist,3.025695447560328,7,2,0,0,7,0,4,2,2,0,0,3,3,0
Biology,Financial Controller,2.821570209416658,2,1,1,0,5,0,3,3,3,3,0,4,0,0
Computer Science,Investment Banker,3.9348414103394274,8,0,1,1,3,0,4,1,2,3,1,3,2,1
Medicine,Psychologist,3.413439224449976,0,0,3,1,1,0,2,1,3,0,2,3,0,1
Education,Urban Planner,3.2718942474054686,6,0,1,0,5,0,1,2,3,0,4,2,0,0
Medicine,Music Teacher,2.8188259534690734,9,2,0,1,2,0,1,3,1,4,0,1,2,0
Business,Astronomer,4.592202807357829,0,0,1,1,7,1,2,4,2,1,4,2,3,0
Architecture,Architectural Technologist,3.5964858594100493,4,0,0,0,1,1,1,1,1,1,4,2,3,1
Law,Clinical Psychologist,2.9353146031033366,0,2,3,0,3,0,2,3,2,0,4,4,4,1
Music,Lawyer,2.7845550975833304,1,2,0,1,5,0,1,4,4,3,4,3,2,1
Art,Special Education Teacher,4.300315656723851,5,2,2,1,8,0,4,3,4,2,3,2,0,0
Finance,Teacher,3.0609714246660378,0,1,3,1,6,0,4,1,4,2,2,1,4,0
Finance,Industrial-Organizational Psychologist,4.977188660945433,1,2,0,0,7,1,1,3,1,3,0,4,3,0
Chemistry,Nurse,4.234683130940507,0,0,4,0,9,1,3,3,4,2,1,2,1,0
Art,Marketing Specialist,3.1688931269562772,3,1,0,1,7,0,4,0,3,2,4,0,2,0
Law,Data Scientist,3.72143600406419,0,0,0,1,6,1,1,2,1,3,1,0,4,1
Marketing,Digital Marketing Specialist,3.983380678883847,0,0,3,1,2,0,0,1,1,3,1,1,0,0
Music,Legal Secretary,2.9912979087357283,6,1,3,0,7,0,4,0,3,3,2,1,3,0
Finance,Entrepreneur,2.932681495510926,5,0,4,0,5,1,0,1,2,0,4,4,2,0
Engineering,Data Scientist,3.52741865496627,7,2,1,1,6,0,1,1,2,4,4,0,0,0
Music,Art Director,4.961370100895378,1,0,1,1,1,0,4,2,1,1,3,1,4,0
Engineering,Pharmacist,4.724927911754698,9,0,0,1,1,0,2,3,1,2,0,0,0,0
Law,Data Scientist,2.57943104601299,0,0,1,1,6,0,1,4,3,3,1,1,2,0
Music,Psychologist,4.71947218161548,2,2,0,1,7,1,2,2,1,3,4,0,1,1
Finance,Legal Consultant,4.257994631029148,3,0,3,0,5,1,1,1,3,3,1,4,4,0
Marketing,Urban Planner,4.810343954684544,8,0,2,0,2,0,0,2,3,2,3,4,0,0
Art,Special Education Teacher,4.627627485774527,1,2,3,1,2,0,2,3,3,2,2,2,3,0
Computer Science,Advertising Manager,2.715725240468519,5,1,2,0,7,1,2,4,2,3,1,0,3,0
Business,Legal Analyst,2.877327011103316,6,2,0,0,4,1,3,4,1,0,4,0,3,0
Chemistry,Counselor,2.6322123061789444,8,2,4,0,5,0,2,4,3,3,3,1,1,0
Engineering,Financial Analyst,4.618490338143403,1,0,0,1,8,1,2,0,1,3,2,2,3,0
Chemistry,Special Education Teacher,2.8180217252377937,4,1,3,1,0,0,0,0,3,0,0,3,0,0
Music,Ecologist,2.7101662418090435,6,2,4,1,4,1,1,0,2,2,3,0,3,1
Architecture,Quantum Physicist,2.985955936362347,8,0,1,0,7,0,0,3,4,3,2,2,1,0
Art,Data Scientist,4.351407777958318,3,2,3,1,7,1,4,4,2,4,4,2,2,1
Law,Biotechnologist,3.0770307631706895,5,1,1,0,2,1,2,0,4,4,1,1,3,0
Engineering,AI Researcher,4.55065204701744,8,2,2,1,0,0,3,0,3,3,3,3,2,0
Law,Electrical Engineer,3.624512475243476,7,2,2,1,1,0,1,1,0,2,0,1,3,0
Art,Biomedical Engineer,3.378265589136482,6,1,0,0,7,0,3,4,3,0,4,0,2,1
Education,Accountant,3.4569724233532577,1,0,3,0,5,1,2,3,3,2,4,4,1,0
Business,Organic Chemist,3.271727953465549,3,2,4,0,2,0,0,3,1,1,0,0,3,0
Marketing,Ecologist,2.81665248027867,1,2,4,1,5,0,0,4,1,2,1,4,2,1
Medicine,Counselor,4.212387598813491,5,1,3,0,5,0,0,0,4,2,1,4,0,1
Finance,Investment Banker,3.755864592120079,8,0,1,0,3,1,4,3,2,0,4,2,3,1
Music,Education Administrator,2.7436277371160576,0,0,1,1,6,0,4,2,2,2,4,3,0,0
Engineering,Astronomer,4.4134304280829895,2,0,4,0,4,0,4,1,1,3,1,0,1,0
Medicine,Ecologist,3.5585230124312837,7,1,1,0,7,0,4,0,3,4,2,3,1,1
Biology,Marketing Specialist,4.803467490640605,5,1,3,1,3,0,1,4,3,1,1,2,0,0
Biology,Landscape Architect,4.587930942442855,2,1,2,0,9,0,4,4,0,3,0,4,3,0
Business,Acoustics Specialist,3.538267235015553,9,1,4,0,8,0,4,1,1,2,3,3,1,1
Art,Sound Engineer,3.1962988647635147,2,0,4,0,2,0,4,4,0,0,4,3,2,1
Chemistry,Nuclear Physicist,3.803900463581923,4,1,1,1,3,0,3,2,0,0,4,4,3,1
Psychology,Legal Analyst,4.507949632273648,9,1,4,1,9,0,3,4,4,2,1,2,0,1
Music,Physicist,3.5840908250914287,3,1,3,1,3,1,2,4,4,2,2,3,1,1
Chemistry,Digital Marketing Specialist,4.3223802623117935,4,1,4,1,4,0,3,4,4,1,1,3,4,1
Music,Cybersecurity Analyst,4.797965979958615,4,1,1,1,5,1,2,2,1,2,0,2,3,1
Medicine,Pharmacist,3.57864893430899,1,0,3,1,6,0,2,1,0,2,4,0,3,0
Business,Game Developer,3.7554453429300843,8,1,1,0,3,1,1,4,2,4,3,1,2,0
Music,Brand Manager,3.0024018447265344,6,0,1,0,9,0,0,4,2,2,2,4,0,1
Architecture,Civil Engineer,4.217892299168601,8,1,1,0,8,0,0,2,3,0,0,4,2,1
Physics,Curriculum Developer,2.5663956259026093,6,0,1,0,0,0,2,4,1,3,2,2,1,1
Chemistry,Financial Analyst,3.5710514304408973,0,1,2,0,0,1,3,1,4,4,0,2,3,1
Architecture,Aerospace Engineer,3.8598871956845127,8,2,2,0,0,1,1,3,1,1,4,2,4,1
Psychology,Education Administrator,3.845107981166889,4,1,0,1,1,0,0,4,4,4,1,4,0,1
Medicine,Fluid Mechanics Engineer,4.003782209510943,1,2,4,1,3,0,1,3,4,3,1,4,4,1
Psychology,Financial Analyst,3.2531556004990243,9,1,1,1,0,1,4,0,4,4,4,4,0,1
Chemistry,Entrepreneur,4.411307038721151,2,2,4,1,6,0,0,4,0,1,4,0,1,0
Finance,Urban Planner,4.22735922362619,5,2,4,0,1,0,0,0,1,3,3,4,2,0
Chemistry,Zoologist,4.71191765506841,1,1,3,0,3,0,2,4,1,2,0,4,4,1
Law,Construction Manager,3.698438787640759,6,0,3,0,6,1,4,2,1,3,0,4,0,1
Business,Electrical Engineer,4.809164387366743,2,1,0,0,6,1,1,2,3,3,4,1,1,0
Art,Analytical Chemist,3.6905594580330243,1,2,0,1,1,1,2,0,4,3,0,0,2,0
Architecture,Sound Engineer,2.850855357160569,2,1,0,1,7,0,4,1,2,0,2,1,0,1
Computer Science,Judge,4.789659074529285,7,2,3,0,6,0,1,2,0,2,2,4,2,1
Engineering,Conductor,3.498782132731279,6,1,3,0,0,0,3,2,1,0,1,4,1,1
Finance,Biochemist,3.18691085929148,5,1,2,1,9,1,2,2,0,1,0,0,4,1
Finance,School Counselor,3.5741263551876967,2,2,4,0,1,0,0,4,3,4,2,0,1,1
Education,Microbiologist,4.3870647600901,8,1,2,1,3,0,0,3,3,1,4,0,2,0
Psychology,Civil Engineer,4.923447575129488,0,2,0,0,2,0,2,1,3,0,3,2,2,0
Medicine,Physicist,3.310722351711036,7,0,0,1,2,1,1,0,4,1,4,4,4,0
Physics,School Counselor,2.7757552189745156,5,2,1,0,5,1,1,2,0,4,0,1,4,1
Business,Legal Analyst,4.96793602514853,0,0,2,1,0,0,4,2,2,2,4,1,2,1
Finance,Paralegal,4.493883498671697,6,2,0,1,9,0,0,2,3,0,1,4,2,0
Music,Music Teacher,3.55420903143032,9,0,1,0,5,1,2,2,3,2,1,1,3,1
Finance,Teacher,4.061513266599049,2,2,4,0,5,1,1,4,3,4,3,0,3,0
Music,AI Researcher,3.9266924896657547,4,0,2,1,8,0,4,2,0,2,0,1,0,0
Music,Biochemist,4.785788551081014,5,2,4,1,6,1,2,0,3,2,0,0,4,1
Law,Forensic Psychologist,4.450245723366795,0,1,3,1,3,0,1,3,0,1,2,3,2,1
Finance,Financial Advisor,3.2056801388811387,1,0,2,1,5,0,0,3,4,3,3,0,4,0
Law,Credit Analyst,3.786514462082586,6,1,2,0,3,1,4,2,3,3,0,3,4,1
Biology,Architectural Technologist,4.635185788736024,7,2,3,0,6,1,2,4,0,0,1,3,2,1
Engineering,Game Developer,4.171537725340832,0,2,3,1,5,0,0,2,0,3,3,3,0,0
Art,Urban Planner,4.056363622341565,7,2,3,1,9,0,4,2,2,4,2,2,1,0
Chemistry,Quantum Physicist,3.1685555141230424,0,0,3,1,9,0,4,1,0,4,2,4,1,1
Education,Biochemist,4.703738190895913,4,1,3,0,5,0,2,0,0,4,0,0,3,0
Marketing,Accountant,3.65442263851594,9,0,1,1,6,1,0,4,2,4,2,1,4,0
Finance,Ecologist,2.7535692390222763,7,2,2,1,6,1,2,0,3,0,1,0,1,1
Architecture,Financial Analyst,3.787168399017292,6,0,1,0,4,1,2,4,4,4,2,2,3,0
Business,Aerospace Engineer,2.542016270542437,0,2,4,0,9,0,1,0,1,1,2,0,0,0
Architecture,Investment Banker,4.975952486284653,0,2,1,1,6,0,0,1,2,1,1,1,1,0
Art,Inorganic Chemist,4.763799045992082,7,1,2,0,5,0,2,2,2,0,1,2,3,0
Biology,Risk Analyst,3.6614880519506374,5,0,2,0,0,0,2,3,0,1,1,1,3,1
Law,Architect,4.7928670783390075,0,2,2,1,0,0,3,3,0,4,1,0,3,1
Education,Art Director,4.214720457737977,0,1,1,1,7,1,1,2,0,0,1,0,1,1
Marketing,Biotechnologist,3.959946139559496,2,1,1,1,7,1,2,0,0,4,1,3,2,0
Engineering,Animator,2.8305662125508566,3,1,1,1,4,1,2,0,0,2,4,2,2,0
Law,Special Education Teacher,2.9395969791303984,5,1,1,0,2,1,4,1,3,0,3,2,3,0
Psychology,Human Resources Specialist,3.3558024528658894,7,1,4,1,5,1,1,2,0,4,2,3,4,0
Architecture,Conductor,3.1649536756420273,3,2,3,1,8,1,1,3,4,3,2,1,1,0
Marketing,Mechanical Engineer,4.291935694280828,3,1,4,0,7,0,1,1,0,2,1,2,0,0
Finance,Manager,3.726682950523131,0,0,0,0,1,0,4,3,3,4,4,2,4,1
Education,Biomedical Engineer,3.0103457340167945,5,2,2,0,5,1,0,3,0,2,1,3,4,0
Biology,Biomedical Engineer,4.0575490729556805,4,1,4,1,1,1,3,2,2,2,0,0,4,0
Finance,School Counselor,3.462348302801544,7,0,3,0,7,0,2,2,1,3,4,2,0,0
Biology,Fluid Mechanics Engineer,3.5613173083902376,6,0,3,0,1,1,2,4,3,3,3,3,1,1
Engineering,Nuclear Physicist,4.894782195465073,3,2,0,0,7,1,0,1,1,0,1,1,3,1
Chemistry,Chemist,4.953147780571288,8,0,2,0,7,0,2,1,3,2,0,3,1,1
Biology,Cybersecurity Analyst,4.05240021591449,5,0,0,1,9,0,4,1,3,0,1,0,1,1
Architecture,Digital Marketing Specialist,3.369114918989875,2,1,2,1,0,0,0,4,3,2,3,1,4,0
Music,Accountant,3.114112781141539,4,0,3,1,7,0,0,1,0,1,2,4,0,0
Psychology,Digital Marketing Specialist,4.836102989831865,7,1,2,0,0,1,1,1,1,1,2,4,2,1
Biology,Web Developer,4.7483945451345875,0,2,0,1,7,1,4,0,2,1,1,3,0,0
Chemistry,Conductor,4.187272860602395,3,1,1,1,2,0,2,1,1,4,4,3,4,1
Business,Actuary,2.5988038928059747,1,0,0,1,1,0,2,3,3,1,0,3,4,1
Medicine,Web Developer,4.055190724980916,2,0,4,1,7,0,2,2,0,2,0,2,2,1
Music,AI Researcher,3.7339609533208504,3,0,0,0,8,1,0,4,1,1,3,4,1,0
Engineering,Graphic Designer,2.501451367566011,9,0,2,0,9,1,4,4,3,2,3,0,3,1
Engineering,Lawyer,2.504265348401006,5,1,1,1,4,0,1,2,0,3,1,2,1,1
Psychology,Special Education Teacher,3.6154973062214246,1,0,2,1,8,0,4,1,4,1,2,2,1,0
Business,Acoustics Specialist,3.29016603227418,8,1,2,0,4,1,1,2,2,3,4,3,2,0
Law,Psychologist,4.188803329217732,4,0,4,0,2,1,3,4,2,0,1,1,3,1
Music,Industrial-Organizational Psychologist,3.5255190132489167,3,1,1,0,9,1,1,2,1,3,1,2,2,1
Chemistry,Chemical Engineer,3.877903719103273,0,0,1,1,6,0,4,3,3,4,1,4,0,0
Architecture,Clinical Psychologist,2.530168809591426,7,0,4,0,6,1,0,3,3,0,0,3,0,0
Architecture,Social Media Manager,4.448272279758271,8,2,0,1,0,1,2,2,1,1,1,1,1,0
Music,Aerospace Engineer,4.729941911156063,0,2,2,1,5,0,2,3,3,0,4,1,1,0
Law,Education Administrator,2.500556143579164,7,1,4,1,5,1,3,2,2,2,3,0,2,0
Business,School Counselor,3.1052114987181154,9,2,2,1,0,1,0,3,0,3,4,0,1,0
Physics,Financial Analyst,4.8625447781867175,3,0,1,1,8,0,1,4,1,3,4,2,0,1
Finance,Aerospace Engineer,4.491344735830232,1,1,2,0,6,1,0,1,2,1,3,2,1,0
Medicine,Geneticist,4.410521144479493,2,1,1,0,7,1,3,3,4,1,2,4,0,0
Physics,Education Administrator,3.073349328158839,8,2,4,0,8,1,0,2,0,0,1,4,2,1
Biology,Analytical Chemist,4.315015754984702,1,1,1,0,7,1,4,3,1,1,3,0,2,1
Law,Biologist,4.592467060626097,1,1,1,0,8,0,3,1,2,2,1,0,2,0
Law,Risk Analyst,2.714131451268135,3,0,2,1,5,0,2,3,4,4,1,0,1,0
Engineering,Biologist,4.31401774351589,1,0,4,1,2,1,3,0,3,3,3,0,3,0
Medicine,Risk Analyst,3.3355637949271237,8,2,4,1,8,1,1,1,0,2,3,2,1,1
Engineering,Marketing Manager,2.8378730099577227,7,0,4,0,5,1,2,2,3,3,2,3,0,0
Music,Special Education Teacher,4.785154694928379,4,0,1,0,5,0,2,2,1,1,1,4,4,0
Medicine,Musician,2.936816066480412,3,1,3,0,2,1,3,2,2,2,2,3,0,1
Psychology,Surgeon,3.245193084102083,2,2,1,0,8,0,0,2,4,2,3,1,2,0
Chemistry,Web Developer,3.058959327500448,1,0,1,1,0,1,3,0,1,2,0,1,4,0
Physics,Inorganic Chemist,3.686809152890871,1,1,3,1,6,1,3,4,4,1,2,2,1,0
Music,Construction Manager,3.737365242899572,9,1,1,0,7,0,0,4,3,3,1,3,0,0
Finance,Urban Planner,4.06702559172647,1,1,1,0,4,1,1,1,2,4,0,0,1,0
Music,Biologist,3.0130407930494414,7,0,4,0,9,1,3,3,4,4,1,0,2,0
Medicine,Financial Controller,3.5402671687456992,6,0,1,1,5,0,3,1,1,1,1,3,1,1
Biology,Chemist,3.8722451386316603,5,0,0,0,7,0,0,2,0,1,3,1,1,0
Marketing,Conductor,2.685437035038405,1,2,3,1,5,0,0,3,4,3,1,2,0,0
Education,Accountant,3.137016451795053,9,0,1,0,6,1,0,0,2,3,3,2,0,0
Marketing,Game Developer,4.63198876604878,2,2,3,0,9,0,4,4,3,0,2,1,2,0
Chemistry,Mechanical Engineer,4.483753679884605,3,0,0,0,8,0,3,1,4,1,3,0,4,1
Chemistry,Legal Secretary,2.7937565236133257,5,0,3,1,0,0,0,0,0,3,2,4,1,0
Music,Aerospace Engineer,3.9188878748733806,8,1,3,0,8,1,1,0,4,4,0,1,1,0
Business,Physician Assistant,2.6267933910007994,5,2,2,1,4,0,1,1,4,4,2,3,2,1
Physics,Aerospace Engineer,4.319778212387722,4,0,3,1,9,1,4,3,4,1,2,0,2,1
Law,Lawyer,4.925049586652852,8,0,2,1,9,1,1,2,2,3,0,3,2,0
Physics,Artist,3.120750241543647,2,2,1,0,4,0,4,3,4,1,0,4,0,0
Business,Musician,4.551546351558858,8,0,3,1,6,0,2,4,3,0,0,2,2,0
Art,Advertising Manager,2.8198219181051436,6,2,1,1,4,1,1,0,1,4,0,2,4,0
Medicine,Mechanical Engineer,4.598018298976286,9,0,2,0,1,0,1,2,4,2,3,1,1,1
Education,Acoustics Specialist,2.9433695906924604,4,0,1,1,9,0,3,3,4,2,0,2,0,0
Architecture,Paralegal,3.9530508511941953,2,1,3,1,2,1,4,3,0,1,0,1,4,0
Education,Paralegal,3.430728069738076,9,0,1,0,3,1,3,3,3,3,0,2,0,0
Psychology,Analytical Chemist,2.9169910236137766,4,0,2,1,9,1,1,2,1,1,0,2,2,0
Finance,Curriculum Developer,4.994894921412273,7,0,1,1,1,1,1,0,4,1,0,2,4,1
Physics,Special Education Teacher,3.558634844540266,8,0,0,1,2,1,0,4,4,1,3,1,2,1
Architecture,Inorganic Chemist,2.7948908764938665,2,0,0,1,9,1,2,0,1,3,1,3,2,0
Biology,AI Researcher,4.351737240879412,6,1,0,0,4,0,4,2,1,0,2,2,4,0
Biology,Counselor,2.9643759445941282,9,2,2,1,8,0,3,2,2,0,4,1,1,1
Finance,Music Therapist,3.620877379165024,3,2,0,1,7,0,4,3,1,2,4,3,4,0
Finance,Investment Banker,3.0803528389451054,8,1,2,0,7,1,1,3,0,1,2,2,1,1
Computer Science,Entrepreneur,3.4935564337922016,8,2,3,0,2,0,3,2,0,3,2,0,1,1
Chemistry,Acoustics Specialist,4.961706155667197,4,0,0,1,6,0,1,2,4,4,1,1,1,0
Psychology,Civil Engineer,4.535724045492153,5,1,0,0,3,1,2,1,4,3,2,3,4,1
Art,Astronomer,3.486263583948392,4,1,3,0,3,1,4,2,4,2,0,0,1,1
Business,Chemical Engineer,2.649481118297505,0,2,0,1,8,0,2,4,1,0,2,4,4,1
Marketing,Conductor,2.9590144514187102,9,2,4,0,8,1,1,1,3,4,3,2,2,0
Chemistry,Brand Manager,4.810830759487105,4,2,1,1,3,1,2,1,4,3,4,2,2,1
Medicine,Astronomer,4.019000546325563,9,2,0,0,0,0,4,3,2,2,4,4,2,0
Architecture,Doctor,3.900573259608311,3,2,4,0,2,1,1,0,0,3,2,3,2,0
Law,Manager,3.562734347792877,4,2,0,0,5,1,4,0,3,4,3,3,0,1
Physics,Civil Engineer,2.984927905891859,6,1,2,0,6,0,0,2,4,0,4,4,2,1
Physics,Surgeon,4.476687423554208,9,0,4,1,0,0,0,4,2,1,0,4,1,0
Medicine,Digital Marketing Specialist,3.3736292901013876,9,2,4,1,7,1,2,1,0,2,3,4,2,1
Physics,Architect,4.671104163463118,9,0,3,1,3,1,2,2,2,3,1,3,2,0
Marketing,Analytical Chemist,4.047057941055742,1,2,3,0,3,1,1,2,1,0,0,0,2,1
Finance,Biologist,4.724496766323259,1,2,1,1,9,1,2,1,4,3,4,3,2,1
Chemistry,AI Researcher,4.88809618902852,7,1,3,0,8,1,4,2,3,3,4,3,1,0
Medicine,Urban Planner,3.228846641081743,3,0,3,0,0,1,1,0,4,3,4,4,0,0
Engineering,Chemical Engineer,3.9618076139549325,8,1,4,0,6,1,1,1,0,1,4,2,2,0
Art,Conductor,2.5421286841804704,7,1,2,0,8,1,4,4,3,3,3,0,0,0
Education,Human Resources Specialist,3.5803742165292327,1,2,0,0,0,1,4,4,3,3,4,2,1,0
Law,Nuclear Physicist,4.562507219497473,6,1,0,0,2,0,0,3,1,3,2,0,4,1
Education,Principal,4.529647733552758,3,2,2,1,7,0,3,4,3,3,2,1,3,0
Psychology,Physical Chemist,3.364757370152728,2,2,0,1,4,0,2,3,2,0,2,3,3,1
Art,Legal Secretary,3.2310333028365577,8,2,3,0,8,1,3,1,2,3,1,0,4,1
Medicine,Digital Marketing Specialist,4.718516179532432,1,2,0,1,1,1,2,1,2,3,4,4,2,0
Finance,Aerospace Engineer,2.7032937641611223,0,1,2,1,6,1,0,4,4,2,4,0,2,0
Marketing,Legal Consultant,2.9615101182761023,5,2,0,1,8,1,2,2,0,0,2,3,1,0
Architecture,School Psychologist,2.794779450567264,1,2,0,1,3,0,3,2,2,0,4,4,2,1
Computer Science,Animator,2.9342406933458145,1,2,3,1,5,0,2,1,1,2,2,4,1,0
Psychology,Nuclear Physicist,4.639327145323021,7,0,1,1,9,0,1,4,1,2,2,1,3,0
Finance,Human Resources Specialist,3.0923837342115688,5,0,0,0,3,0,4,3,4,2,0,4,1,0
Marketing,Legal Consultant,4.99125359898728,3,1,3,0,6,1,2,1,3,1,3,3,4,0
Marketing,Market Research Analyst,4.794792963431952,7,2,2,1,3,1,2,4,2,3,4,0,0,1
Architecture,Surgeon,3.109963998332378,8,2,3,1,0,1,0,4,1,2,1,2,1,1
Architecture,Data Scientist,4.678340936047492,9,1,4,1,6,0,4,2,3,1,1,4,3,0
Law,Interior Designer,2.609913197232089,0,0,2,1,6,1,1,4,1,4,1,4,3,0
Business,Fluid Mechanics Engineer,4.800636159137738,1,0,1,0,8,0,0,1,1,2,2,1,4,0
Law,Biomedical Engineer,2.7332322104360776,4,1,4,1,4,1,1,2,4,2,3,1,3,1
Chemistry,Geneticist,4.466076575961535,3,2,0,0,2,0,3,4,2,3,0,3,4,0
Law,Paralegal,2.534012770106436,9,2,1,1,0,0,2,4,3,4,1,0,2,0
